,class,firstutterance,noun,nounGerman,nounclass,predicate,predicateGerman,response,slide_number,language,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,asses
9,nationality,ist nicht,apple,Apfel,food,German,deutsch,0.1,12,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
10,size,ist ,banana,Banane,food,big,gro&szlig;,0.59,13,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
11,color,ist nicht,apple,Apfel,food,blue,blau,0.11,14,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
12,color,ist nicht,tomato,Tomate,food,red,rot,0.07,15,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
13,age,ist nicht,apple,Apfel,food,new,neu,0.53,16,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
14,shape,ist nicht,couch,Couch,furniture,square,quadratisch,0.04,17,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
15,color,ist nicht,chair,Stuhl,furniture,brown,braun,0.06,18,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
16,shape,ist nicht,tomato,Tomate,food,round,rund,0.1,19,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
17,color,ist nicht,cheese,K&auml;se,food,purple,purpur,0.05,20,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
18,size,ist nicht,TV,Fernsehen,furniture,tiny,winzig,0.5,21,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
19,age,ist nicht,desk,Schreibtisch,furniture,old,alt,0.53,22,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
20,nationality,ist ,tomato,Tomate,food,American,americanisch,0.05,23,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
21,texture,ist ,desk,Schreibtisch,furniture,hard,hart,0.54,24,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
22,color,ist nicht,fan,Ventilator,furniture,yellow,gelb,0.05,25,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
23,color,ist nicht,desk,Schreibtisch,furniture,green,gr&uuml;n,0.17,26,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
24,nationality,ist nicht,couch,Couch,furniture,French,franz&ouml;sisch,0.05,27,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
25,quality,ist nicht,apple,Apfel,food,bad,schlecht,0.27,28,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
0,size,ist nicht,apple,Apfel,food,long,lang,1.0,3,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
1,texture,ist nicht,chair,Stuhl,furniture,smooth,glatt,0.66,4,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
2,age,ist ,couch,Couch,furniture,rotten,faul,0.02,5,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
3,shape,ist nicht,tomato,Tomate,food,round,rund,0.83,6,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
4,quality,ist nicht,desk,Schreibtisch,furniture,bad,schlecht,1.0,7,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
5,quality,ist ,TV,Fernsehen,furniture,good,gut,1.0,8,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
6,texture,ist nicht,cheese,K&auml;se,food,soft,weich,0.0,9,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
7,color,ist ,banana,Banane,food,yellow,gelb,0.0,10,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
8,age,ist nicht,apple,Apfel,food,new,neu,0.14,11,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
9,texture,ist nicht,TV,Fernsehen,furniture,hard,hart,0.02,12,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
10,nationality,ist nicht,chair,Stuhl,furniture,American,americanisch,0.17,13,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
11,color,ist ,tomato,Tomate,food,blue,blau,0.0,14,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
12,age,ist nicht,chair,Stuhl,furniture,fresh,frisch,0.48,15,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
13,shape,ist nicht,fan,Ventilator,furniture,square,quadratisch,0.02,16,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
14,age,ist ,TV,Fernsehen,furniture,old,alt,1.0,17,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
15,color,ist nicht,couch,Couch,furniture,purple,purpur,1.0,18,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
16,size,ist nicht,couch,Couch,furniture,short,kurz,1.0,19,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
17,nationality,ist nicht,banana,Banane,food,German,deutsch,0.48,20,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
18,size,ist nicht,desk,Schreibtisch,furniture,big,gro&szlig;,1.0,21,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
19,size,ist ,cheese,K&auml;se,food,huge,riesig,1.0,22,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
20,size,ist nicht,apple,Apfel,food,tiny,winzig,0.97,23,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
21,nationality,ist ,chair,Stuhl,furniture,French,franz&ouml;sisch,0.13,24,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
22,color,ist nicht,tomato,Tomate,food,green,gr&uuml;n,0.0,25,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
23,size,ist nicht,tomato,Tomate,food,small,klein,1.0,26,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
24,color,ist nicht,couch,Couch,furniture,red,rot,0.44,27,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
25,color,ist ,cheese,K&auml;se,food,brown,braun,0.45,28,Deutsch,18,Male,1,Interessante Studie. Ich hoffe die Ergebnisse sind hilfreich.,Chrome,Windows,864,1536,4.534166666666667,19,Yes
0,age,ist ,couch,Couch,furniture,new,neu,0.64,3,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
1,size,ist ,carrot,Karotte,food,tiny,winzig,0.38,4,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
2,texture,ist ,tomato,Tomate,food,smooth,glatt,0.0,5,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
3,texture,ist ,tomato,Tomate,food,soft,weich,0.0,6,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
4,nationality,ist nicht,carrot,Karotte,food,American,americanisch,0.0,7,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
5,color,ist nicht,tomato,Tomate,food,green,gr&uuml;n,0.0,8,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
6,shape,ist nicht,desk,Schreibtisch,furniture,round,rund,0.0,9,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
7,size,ist ,desk,Schreibtisch,furniture,small,klein,1.0,10,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
8,size,ist nicht,carrot,Karotte,food,huge,riesig,1.0,11,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
9,size,ist ,TV,Fernsehen,furniture,long,lang,0.64,12,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
10,nationality,ist nicht,tomato,Tomate,food,French,franz&ouml;sisch,0.0,13,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
11,color,ist nicht,carrot,Karotte,food,blue,blau,0.0,14,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
12,quality,ist ,TV,Fernsehen,furniture,bad,schlecht,0.71,15,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
13,quality,ist ,cheese,K&auml;se,food,good,gut,0.93,16,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
14,texture,ist ,apple,Apfel,food,hard,hart,0.0,17,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
15,size,ist nicht,cheese,K&auml;se,food,short,kurz,0.73,18,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
16,color,ist nicht,banana,Banane,food,brown,braun,0.0,19,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
17,age,ist nicht,couch,Couch,furniture,rotten,faul,0.0,20,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
18,shape,ist ,apple,Apfel,food,square,quadratisch,0.0,21,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
19,color,ist ,cheese,K&auml;se,food,red,rot,0.0,22,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
20,size,ist ,banana,Banane,food,big,gro&szlig;,0.8,23,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
21,age,ist ,desk,Schreibtisch,furniture,fresh,frisch,0.69,24,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
22,color,ist ,apple,Apfel,food,purple,purpur,0.0,25,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
23,color,ist nicht,cheese,K&auml;se,food,yellow,gelb,0.0,26,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
24,age,ist nicht,TV,Fernsehen,furniture,old,alt,0.65,27,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
25,nationality,ist ,TV,Fernsehen,furniture,German,deutsch,0.0,28,deutsch,28,Male,3,eine couch kann nicht faul sein,Firefox,Windows,1440,2560,4.888566666666667,20,Yes
0,texture,ist ,couch,Couch,furniture,soft,weich,1.0,3,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
1,shape,ist nicht,fan,Ventilator,furniture,round,rund,0.0,4,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
2,size,ist nicht,carrot,Karotte,food,small,klein,1.0,5,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
3,color,ist ,desk,Schreibtisch,furniture,purple,purpur,0.0,6,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
4,age,ist ,desk,Schreibtisch,furniture,new,neu,0.0,7,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
5,quality,ist nicht,TV,Fernsehen,furniture,bad,schlecht,1.0,8,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
6,size,ist nicht,tomato,Tomate,food,tiny,winzig,1.0,9,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
7,texture,ist nicht,cheese,K&auml;se,food,hard,hart,1.0,10,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
8,age,ist nicht,tomato,Tomate,food,fresh,frisch,0.2,11,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
9,age,ist ,tomato,Tomate,food,old,alt,0.21,12,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
10,color,ist ,apple,Apfel,food,yellow,gelb,0.0,13,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
11,size,ist nicht,apple,Apfel,food,long,lang,1.0,14,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
12,quality,ist nicht,couch,Couch,furniture,good,gut,1.0,15,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
13,shape,ist nicht,chair,Stuhl,furniture,square,quadratisch,0.0,16,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
14,nationality,ist nicht,chair,Stuhl,furniture,French,franz&ouml;sisch,0.0,17,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
15,color,ist ,fan,Ventilator,furniture,brown,braun,0.0,18,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
16,color,ist ,apple,Apfel,food,green,gr&uuml;n,0.0,19,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
17,texture,ist ,apple,Apfel,food,smooth,glatt,0.75,20,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
18,color,ist ,cheese,K&auml;se,food,blue,blau,0.0,21,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
19,age,ist nicht,TV,Fernsehen,furniture,rotten,faul,0.98,22,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
20,size,ist ,desk,Schreibtisch,furniture,big,gro&szlig;,1.0,23,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
21,nationality,ist ,carrot,Karotte,food,American,americanisch,0.0,24,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
22,color,ist ,TV,Fernsehen,furniture,red,rot,0.0,25,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
23,nationality,ist ,apple,Apfel,food,German,deutsch,0.0,26,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
24,size,ist nicht,desk,Schreibtisch,furniture,short,kurz,1.0,27,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
25,size,ist nicht,banana,Banane,food,huge,riesig,1.0,28,Deutsch,30,Female,2,,Chrome,Windows,900,1600,4.847183333333334,21,Yes
0,size,ist nicht,fan,Ventilator,furniture,short,kurz,0.0,3,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
1,color,ist nicht,carrot,Karotte,food,blue,blau,0.0,4,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
2,age,ist nicht,couch,Couch,furniture,old,alt,1.0,5,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
3,shape,ist ,apple,Apfel,food,round,rund,1.0,6,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
4,color,ist nicht,carrot,Karotte,food,brown,braun,0.0,7,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
5,size,ist ,tomato,Tomate,food,big,gro&szlig;,1.0,8,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
6,color,ist nicht,carrot,Karotte,food,purple,purpur,0.0,9,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
7,size,ist ,carrot,Karotte,food,huge,riesig,1.0,10,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
8,nationality,ist nicht,carrot,Karotte,food,French,franz&ouml;sisch,0.0,11,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
9,size,ist ,desk,Schreibtisch,furniture,small,klein,0.98,12,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
10,quality,ist nicht,tomato,Tomate,food,good,gut,1.0,13,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
11,texture,ist ,couch,Couch,furniture,hard,hart,1.0,14,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
12,texture,ist ,TV,Fernsehen,furniture,soft,weich,0.0,15,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
13,size,ist ,carrot,Karotte,food,long,lang,1.0,16,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
14,age,ist ,cheese,K&auml;se,food,fresh,frisch,1.0,17,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
15,shape,ist nicht,tomato,Tomate,food,square,quadratisch,0.3,18,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
16,nationality,ist ,desk,Schreibtisch,furniture,German,deutsch,0.0,19,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
17,texture,ist nicht,carrot,Karotte,food,smooth,glatt,1.0,20,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
18,nationality,ist nicht,banana,Banane,food,American,americanisch,0.0,21,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
19,color,ist ,TV,Fernsehen,furniture,green,gr&uuml;n,0.01,22,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
20,size,ist nicht,apple,Apfel,food,tiny,winzig,1.0,23,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
21,age,ist ,banana,Banane,food,rotten,faul,1.0,24,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
22,color,ist nicht,TV,Fernsehen,furniture,yellow,gelb,1.0,25,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
23,age,ist ,carrot,Karotte,food,new,neu,0.65,26,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
24,color,ist nicht,TV,Fernsehen,furniture,red,rot,0.0,27,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
25,quality,ist ,banana,Banane,food,bad,schlecht,0.64,28,Deutsch,25,Male,1,,Chrome,Windows,1080,1920,3.13735,22,Yes
0,size,ist ,fan,Ventilator,furniture,small,klein,1.0,3,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
1,texture,ist ,TV,Fernsehen,furniture,smooth,glatt,0.66,4,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
2,nationality,ist ,chair,Stuhl,furniture,German,deutsch,0.0,5,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
3,color,ist nicht,banana,Banane,food,blue,blau,0.0,6,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
4,color,ist nicht,TV,Fernsehen,furniture,brown,braun,0.0,7,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
5,shape,ist nicht,desk,Schreibtisch,furniture,round,rund,0.0,8,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
6,color,ist nicht,banana,Banane,food,red,rot,0.0,9,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
7,texture,ist nicht,couch,Couch,furniture,hard,hart,1.0,10,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
8,quality,ist ,fan,Ventilator,furniture,bad,schlecht,1.0,11,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
9,nationality,ist ,banana,Banane,food,French,franz&ouml;sisch,0.0,12,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
10,color,ist nicht,couch,Couch,furniture,purple,purpur,0.0,13,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
11,color,ist nicht,chair,Stuhl,furniture,yellow,gelb,0.0,14,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
12,size,ist nicht,banana,Banane,food,big,gro&szlig;,1.0,15,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
13,nationality,ist nicht,couch,Couch,furniture,American,americanisch,0.0,16,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
14,age,ist nicht,cheese,K&auml;se,food,new,neu,0.0,17,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
15,texture,ist ,chair,Stuhl,furniture,soft,weich,1.0,18,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
16,age,ist nicht,chair,Stuhl,furniture,rotten,faul,1.0,19,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
17,age,ist ,banana,Banane,food,fresh,frisch,0.0,20,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
18,color,ist ,desk,Schreibtisch,furniture,green,gr&uuml;n,0.0,21,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
19,quality,ist ,chair,Stuhl,furniture,good,gut,1.0,22,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
20,shape,ist ,TV,Fernsehen,furniture,square,quadratisch,0.0,23,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
21,size,ist nicht,cheese,K&auml;se,food,short,kurz,1.0,24,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
22,size,ist nicht,TV,Fernsehen,furniture,huge,riesig,1.0,25,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
23,size,ist ,couch,Couch,furniture,long,lang,1.0,26,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
24,size,ist nicht,chair,Stuhl,furniture,tiny,winzig,1.0,27,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
25,age,ist ,fan,Ventilator,furniture,old,alt,1.0,28,Deutsch,44,Male,3,,Chrome,Mac,900,1440,3.8796166666666667,23,Yes
0,nationality,ist nicht,carrot,Karotte,food,American,americanisch,0.0,3,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
1,size,ist nicht,fan,Ventilator,furniture,short,kurz,1.0,4,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
2,color,ist ,fan,Ventilator,furniture,yellow,gelb,0.0,5,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
3,age,ist ,chair,Stuhl,furniture,old,alt,1.0,6,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
4,texture,ist ,chair,Stuhl,furniture,soft,weich,1.0,7,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
5,quality,ist ,desk,Schreibtisch,furniture,good,gut,1.0,8,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
6,age,ist ,fan,Ventilator,furniture,fresh,frisch,1.0,9,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
7,size,ist ,tomato,Tomate,food,tiny,winzig,1.0,10,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
8,color,ist ,chair,Stuhl,furniture,red,rot,0.0,11,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
9,age,ist ,TV,Fernsehen,furniture,new,neu,0.0,12,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
10,texture,ist ,carrot,Karotte,food,smooth,glatt,0.29,13,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
11,shape,ist nicht,apple,Apfel,food,round,rund,0.0,14,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
12,color,ist nicht,desk,Schreibtisch,furniture,blue,blau,0.0,15,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
13,nationality,ist nicht,chair,Stuhl,furniture,German,deutsch,0.0,16,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
14,color,ist nicht,desk,Schreibtisch,furniture,green,gr&uuml;n,0.0,17,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
15,size,ist ,cheese,K&auml;se,food,big,gro&szlig;,1.0,18,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
16,age,ist ,banana,Banane,food,rotten,faul,0.28,19,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
